,ID,K_bin0_Expression_1,K_bin0_Expression_2,K_bin0_binding_1,K_bin0_binding_2,K_bin1_Expression_1,K_bin1_Expression_2,K_bin1_binding_1,K_bin1_binding_2,K_input_Binding_1,K_input_Binding_2,K_input_Expression_1,K_input_Expression_2,concentration
3204,MK901912.1,,,,1.0,,,,1.0,1.0,1.0,,,A
3205,315-24-04_1D03,,,,1.0,,,,1.0,2.0,1.0,,1.0,A
3206,AY179845.1,,,,,,,,2.0,,1.0,,,A
3207,125e08,,259.0,,35.0,85.0,251.0,2.0,1.0,614.0,634.0,830.0,699.0,A
3208,HM995561.1,,,,1.0,,,,2.0,1.0,,1.0,3.0,A
3209,5.6.c2491,,3.0,2.0,,,1.0,,1.0,,2.0,,,A
3210,KP278512.1,,,,2.0,,,,3.0,2.0,1.0,,,A
3211,MN282016.1,,,,1.0,,1.0,,1.0,1.0,1.0,,,A
3212,CR9114_M12C,,,,3.0,,,,3.0,18.0,22.0,26.0,15.0,A
3213,MN395507.1,,,,1.0,,,,1.0,1.0,,,,A
3214,KX986407.1,,,,5.0,,,,3.0,,,,,A
3215,CR9114_M12Y,,,,2.0,,,,5.0,6.0,3.0,5.0,,A
3216,MW293235.1,,,,1.0,,,,1.0,,,1.0,,A
3217,315_05Mem_1C10,,,,,,,,1.0,,,,,A
3218,MN281032.1,,,,,,,,1.0,1.0,1.0,,,A
3219,MN291783.1,,,,1.0,,,,1.0,,2.0,,1.0,A
3220,JN111059.1,,,,3.0,,,,2.0,,,2.0,1.0,A
3221,039_10_5G02_1,,,,9.0,,,,5.0,1.0,3.0,,2.0,A
3222,MN288079.1,,,,2.0,,,,3.0,,1.0,,2.0,A
3223,JQ928953.1,,,,3.0,,,,1.0,2.0,,,1.0,A
3224,AM279490.1,,,,1.0,,,,2.0,2.0,,,,A
3225,310-18C11,,,,2.0,,,,3.0,1.0,,,,A
3226,EF624179.1,,,,7.0,,,,2.0,2.0,2.0,2.0,1.0,A
3227,CR9114_G4N,,,,4.0,,,,4.0,28.0,10.0,20.0,11.0,A
3228,MT599864.1,,,,3.0,,,,2.0,,2.0,1.0,,A
3229,MW293225.1,,,,5.0,,,,5.0,,1.0,2.0,2.0,A
3230,MT566064.1,,,,2.0,,,,1.0,1.0,,1.0,,A
3231,KX948305.1,,,,2.0,,,,3.0,,,,,A
3232,AF004321.1,,,,3.0,,,,3.0,2.0,2.0,,,A
3233,MN281872.1,1.0,,,1.0,,,,3.0,1.0,,1.0,1.0,A
3234,MW718351.1,,,,2.0,,,,3.0,2.0,1.0,2.0,,A
3235,CR9114_Y9K,,1.0,,11.0,,,,6.0,4.0,1.0,2.0,4.0,A
3236,CR9114_Y8L,,,,3.0,,,,2.0,2.0,4.0,6.0,2.0,A
3237,MN282497.1,,,,5.0,,,,1.0,3.0,4.0,,1.0,A
3238,MK434076.1,,,,8.0,,,,4.0,1.0,2.0,,2.0,A
3239,HM996045.1,,,,8.0,,,,4.0,2.0,3.0,3.0,4.0,A
3240,MW458343.1,,,,2.0,,,,2.0,,,,,A
3241,EU099282.1,,,,,,,,2.0,,1.0,,1.0,A
3242,MW293232.1,,,,2.0,,,,2.0,,,,,A
3243,AY866734.1,,,,5.0,,,,3.0,1.0,,,,A
3244,HM995450.1,,,,1.0,,,,1.0,,,,,A
3245,HM775014.1,,,,4.0,,,,2.0,2.0,1.0,1.0,5.0,A
3246,16563430_63a03,97.0,115.0,50.0,26.0,34.0,480.0,,1.0,803.0,1030.0,1053.0,1066.0,A
3247,MN281687.1,,,,3.0,,,,4.0,1.0,,1.0,,A
3248,HM774029.1,,,,3.0,,,,1.0,,2.0,,1.0,A
3249,U71105.1,,,,,,,,1.0,,,,,A
3250,JN110756.1,,,,4.0,,,,5.0,3.0,,1.0,1.0,A
3251,HENV-21,,1.0,,,,2.0,3.0,1.0,2.0,1.0,4.0,,A
3252,CR9114_S10I,,,,1.0,,,,2.0,7.0,8.0,3.0,2.0,A
3253,MK269506.1,,,,,,,,1.0,,1.0,,,A
3254,KJ423830.1,,,,1.0,,,,3.0,,1.0,2.0,,A
3255,AF267071.1,,,,3.0,,,,2.0,,1.0,,,A
3256,KJ487417.1,,,,1.0,,,,1.0,,,,,A
3257,FI295V,,,,1.0,,,,2.0,,,1.0,,A
3258,MW293219.1,,,,6.0,,,,4.0,,1.0,2.0,2.0,A
3259,Z47224.1,,,,1.0,,,,1.0,,,,1.0,A
3260,EF175406.1,,,,,,,,2.0,,,,,A
3261,MW655269.1,,,,2.0,,,,4.0,1.0,1.0,2.0,,A
3262,AY093586.1,,,,1.0,,,,1.0,,,,,A
3263,MW602792.1,,,,1.0,,,,2.0,,,,,A
3264,MK269427.1,,,,3.0,,,,2.0,,1.0,2.0,2.0,A
3265,MK900816.1,,,,11.0,,,,3.0,1.0,1.0,,1.0,A
3266,AY515006.1,,,,2.0,,,,1.0,,2.0,,,A
3267,EF175388.1,,,,5.0,,,,2.0,6.0,,1.0,,A
3268,HM774371.1,,,,,,,,1.0,,,,,A
3269,AF283785.1,,,,3.0,,,,1.0,,2.0,,,A
3270,GU570274.1,,,,3.0,,,,3.0,,,,,A
3271,MW654637.1,,,,1.0,,,,2.0,,,,,A
3272,KC802110.1,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,A
3273,310-18B12,,,,2.0,,,,2.0,,3.0,,,A
3274,2p19w83,,,,2.0,,,,3.0,,,,2.0,A
3275,AB066936.1,,,,,,,,1.0,,,,,A
3276,MW602718.1,,,,4.0,,,,4.0,2.0,1.0,4.0,,A
3277,321.5.PB.5.6H06_1,,,,5.0,,,,6.0,4.0,2.0,2.0,1.0,A
3278,EU099100.1,,,,1.0,,,,1.0,,,,,A
3279,125g04,46.0,20.0,34.0,15.0,21.0,474.0,158.0,1.0,558.0,441.0,632.0,625.0,A
3280,AF209892.1,,,,5.0,,,,1.0,1.0,,,,A
3281,MW458646.1,,,,6.0,,,,2.0,1.0,,1.0,1.0,A
3282,DH306,,1.0,,,,2.0,1.0,1.0,,1.0,,1.0,A
3283,CR9114_G4A,,,,3.0,,,,3.0,37.0,42.0,40.0,38.0,A
3284,MN291236.1,,,1.0,8.0,,,,5.0,,,,1.0,A
3285,JX462742.1,,,,1.0,,,,1.0,,1.0,,,A
3286,HM774646.1,,,,1.0,,,,1.0,2.0,1.0,,,A
3287,FI3096V,,,,,,,,2.0,,,,,A
3288,MK269578.1,,,,1.0,,,,1.0,,,,,A
3289,OK094317.1,,,,2.0,,,,1.0,,,,,A
3290,EU099090.1,,,,1.0,,,,1.0,,,,,A
3291,KX948564.1,,,,3.0,,,,2.0,2.0,2.0,2.0,1.0,A
3292,M24670.1,,,,5.0,,,,4.0,1.0,1.0,1.0,1.0,A
3293,MN287659.1,,,,,,,,2.0,,,,2.0,A
3294,315_05Mem_1A10,,,,1.0,,,,2.0,,,1.0,,A
3295,MN283550.1,,,,4.0,,,,5.0,,,,1.0,A
3296,MN283392.1,,,,6.0,,,,1.0,,,1.0,,A
3297,HM996044.1,,,,3.0,,,,1.0,,1.0,,1.0,A
3298,FI81V,,,,3.0,,,,1.0,2.0,,2.0,1.0,A
3299,JN111126.1,,,,6.0,,,,6.0,3.0,3.0,2.0,1.0,A
3300,MW177319.1,,,,3.0,,,,2.0,2.0,,,3.0,A
3301,CR9114_stop2,4.0,5.0,13.0,6.0,,4.0,3.0,1.0,3.0,13.0,10.0,9.0,A
3302,N364,,2.0,1.0,1.0,3.0,3.0,,1.0,1.0,1.0,1.0,,A
3303,MN280785.1,,,,4.0,,,,3.0,,,,,A
3304,AF209879.1,,,,2.0,,,,3.0,2.0,2.0,1.0,1.0,A
3305,MN282934.1,,,,3.0,,,,3.0,,,,,A
3306,321.5.PB.5.3H10_1,,,,,,,,1.0,,,1.0,,A
3307,MN283023.1,,,,6.0,1.0,,,5.0,7.0,3.0,,2.0,A
3308,KT304506.1,,,,4.0,,,,2.0,,1.0,1.0,,A
3309,MW458218.1,,,,4.0,,,,3.0,1.0,2.0,4.0,1.0,A
3310,MG879654.1,,,,4.0,,,,3.0,2.0,2.0,1.0,1.0,A
3311,237-14-IgG_1D01,144.0,152.0,1.0,192.0,52.0,344.0,1.0,1.0,838.0,861.0,1092.0,1031.0,A
3312,029_09_4A01_1,,,,3.0,,,,2.0,,,,,A
3313,MK270043.1,,,,4.0,,,,2.0,,,,,A
3314,MT665785.1,,,,4.0,,,,4.0,,,,,A
3315,MN288026.1,,,,2.0,,,,3.0,6.0,2.0,4.0,3.0,A
3316,MW654598.1,,,,1.0,,,,1.0,,,1.0,1.0,A
3317,MN281568.1,,,,2.0,,,,2.0,,,,,A
3318,024_10_4D03,,,,,,,,1.0,,,,,A
3319,EU350412.1,,,,,,,,2.0,,,,,A
3320,MW458669.1,,,,1.0,,,,4.0,,1.0,,,A
3321,MN281289.1,,,,,,,,1.0,,,,,A
3322,JN111011.1,,,,1.0,,,,3.0,1.0,1.0,2.0,1.0,A
3323,AB066931.1,,,,4.0,,,,1.0,3.0,3.0,3.0,1.0,A
3324,MK416899.1,,,,3.0,,,,1.0,,,,1.0,A
3325,HM222540.1,,,,3.0,,,,2.0,2.0,,,1.0,A
3326,MN283215.1,,,,2.0,,,,3.0,1.0,2.0,1.0,,A
3327,HM774037.1,,,,4.0,,,,4.0,1.0,,,,A
3328,AB063785.1,,,,4.0,,,,2.0,,,,,A
3329,KP841063.1,,,,2.0,,,,1.0,,,,3.0,A
3330,AF103359.1,,,,3.0,,,,2.0,,1.0,,2.0,A
3331,JX462741.1,,,,7.0,,,,2.0,2.0,1.0,2.0,2.0,A
3332,MK269559.1,,,,2.0,,,,4.0,1.0,,,1.0,A
3333,MT665542.1,,,,3.0,,,,1.0,,,1.0,,A
3334,KM604133.1,,,,5.0,,,,5.0,1.0,,,,A
3335,MN281707.1,,,,2.0,,,,1.0,,,,,A
3336,MN284798.1,,,,2.0,,,,2.0,,,,1.0,A
3337,MT599863.1,,,,5.0,,,,2.0,1.0,,1.0,1.0,A
3338,HM774609.1,,,,1.0,,,,1.0,,1.0,,,A
3339,MT565838.1,,,,2.0,,,,1.0,,,,,A
3340,315-53-04_1F05,,,,8.0,,,,1.0,2.0,1.0,2.0,2.0,A
3341,MN281520.1,,1.0,,4.0,,,,1.0,1.0,1.0,1.0,1.0,A
3342,MT599899.1,,,,4.0,,,,2.0,1.0,,,,A
3343,MZ555577.1,,,,6.0,,,,1.0,,,,,A
3344,AF267073.1,,,,2.0,,,,2.0,,,,,A
3345,GU358674.1,,,,1.0,,,,1.0,,,,,A
3346,315-06-05M_1F04,,,,2.0,,,,1.0,,,,,A
3347,JN111009.1,,,,2.0,,,,1.0,,,,,A
3348,AB826549.1,,,,3.0,,,,3.0,,,,,A
3349,550C06,,,,3.0,,,,1.0,,,,2.0,A
3350,HM152528.1,,,,3.0,,,,2.0,2.0,2.0,1.0,1.0,A
3351,EF624128.1,,,,6.0,1.0,,,2.0,,,,,A
3352,FI325V,,,,6.0,,,,2.0,17.0,14.0,9.0,10.0,A
3353,AJ389172.1,,,,2.0,,,,1.0,,,,,A
3354,16.k.01_Heavy_1,,,,4.0,,,,1.0,2.0,,1.0,,A
3355,HM774703.1,,,,4.0,,,,1.0,1.0,,,1.0,A
3356,MN282720.1,,,,3.0,,,,1.0,,,,,A
3357,MN284759.1,,,,2.0,,,,1.0,1.0,,1.0,,A
3358,MN282995.1,,,,,,,,1.0,,1.0,1.0,,A
3359,AF460732.1,,,,,,,,2.0,,,,,A
3360,125e07,33.0,1.0,15.0,33.0,45.0,212.0,,1.0,367.0,497.0,504.0,521.0,A
3361,MN283252.1,,,,7.0,,,,6.0,1.0,2.0,,1.0,A
3362,MN580648.1,,,,2.0,,,,1.0,,1.0,1.0,1.0,A
3363,mbc_T1-10A,,,,,,,,2.0,,1.0,,3.0,A
3364,16563430_63a12,60.0,10.0,3.0,,19.0,273.0,13.0,1.0,219.0,254.0,254.0,235.0,A
3365,N1533,,,3.0,2.0,,,,1.0,,,1.0,2.0,A
3366,MW681642.1,,,,1.0,,,,1.0,,,,,A
3367,EU794398.1,,,,5.0,,,,6.0,3.0,1.0,4.0,1.0,A
3368,MN281659.1,,,,1.0,,,,2.0,,,,,A
3369,K77-2C12,119.0,78.0,194.0,374.0,284.0,994.0,48.0,1.0,1506.0,1615.0,1926.0,1604.0,A
3370,HM774483.1,,,,1.0,,,,2.0,,,,1.0,A
3371,KT304445.1,,,,5.0,,,,1.0,,3.0,1.0,,A
3372,MW602766.1,,,,4.0,,,,2.0,,3.0,,1.0,A
3373,EU099129.1,,,,1.0,,,,1.0,,,1.0,,A
3374,MK269764.1,,,,2.0,,,,1.0,,,,,A
3375,MN283759.1,,,,2.0,,,,1.0,,,,,A
3376,MT565844.1,,,,1.0,,,,1.0,1.0,,,,A
3377,MN282496.1,,,,3.0,,,,2.0,,1.0,1.0,,A
3378,MW293094.1,,,,6.0,,,,1.0,,3.0,,,A
3379,EF091906.1,,,,,,,,1.0,,,,1.0,A
3380,MN868001.1,,,,1.0,,,,1.0,2.0,,1.0,,A
3381,315_05Mem_1E08,,,,1.0,,,,1.0,,,,1.0,A
3382,4591,,,,2.0,,3.0,,1.0,4.0,2.0,3.0,2.0,A
3383,MK269516.1,,,,8.0,,,,3.0,4.0,1.0,,3.0,A
3384,AB063874.1,,,,1.0,,,,2.0,1.0,,,,A
3385,561_02_73,28.0,1.0,106.0,5.0,50.0,272.0,,2.0,485.0,560.0,784.0,499.0,A
3386,MZ555506.1,,,,2.0,,,,2.0,,1.0,,,A
3387,MW654746.1,,,,3.0,,,,1.0,,1.0,,1.0,A
3388,MW654828.1,,,,2.0,,,,1.0,3.0,2.0,3.0,,A
3389,HM774217.1,,,,1.0,,,,2.0,,,,,A
3390,MN282964.1,,,,2.0,,,,1.0,,,,,A
3391,M87789.1,,,,,,,,2.0,,,1.0,2.0,A
3392,EU090245.1,,,,7.0,,,,2.0,,,,,A
3393,AY050709.1,,,,1.0,,,,1.0,,,,,A
3394,MN281679.1,,,,1.0,,,,2.0,,,,,A
3395,CR9114_M12S,,,,6.0,,,,9.0,3.0,1.0,8.0,,A
3396,FJ039784.1,,,,2.0,,,,2.0,,,,,A
3397,MN281656.1,,,,5.0,,,,2.0,,1.0,1.0,,A
3398,AY998743.1,,,,1.0,,,,1.0,1.0,,,,A
3399,AB063757.1,,,,2.0,,,,1.0,1.0,2.0,,,A
3400,70-5F01_1,,,,1.0,,,,2.0,,,,,A
3401,EU099212.1,,,,1.0,,,,4.0,1.0,,1.0,,A
3402,MN281434.1,,,,4.0,,,,1.0,,,1.0,,A
3403,AB063846.1,,,,1.0,,,,3.0,1.0,3.0,,2.0,A
3404,KX986413.1,,,,,,,,1.0,,2.0,1.0,,A
3405,20A-604-30_2A04,,,,2.0,,,,1.0,,,,,A
3406,CR9114_stop7,4.0,4.0,4.0,3.0,,2.0,2.0,1.0,1.0,6.0,3.0,4.0,A
3407,FI823V,,,,6.0,,,,3.0,,,3.0,2.0,A
3408,315-53-08_1F08,,,,,,,,1.0,1.0,,,,A
3409,EU099153.1,,,,3.0,,,,1.0,5.0,2.0,,,A
3410,MN291467.1,,,,5.0,,,,2.0,2.0,2.0,,,A
3411,MN281626.1,,,,5.0,,,,1.0,,1.0,2.0,3.0,A
3412,MN282976.1,,,,2.0,,,,1.0,2.0,,1.0,2.0,A
3413,EF583677.1,,,,4.0,,,,4.0,3.0,3.0,3.0,1.0,A
3414,EU099219.1,,,,1.0,,1.0,,2.0,,,1.0,,A
3415,030_09M_1D06,,,,,,,,1.0,,,,,A
3416,AF103109.1,,,,,,,,1.0,,,1.0,,A
3417,QA255.067,,,,,,,,1.0,,,,,A
3418,CR9114_stop4,1.0,2.0,4.0,3.0,,2.0,6.0,1.0,6.0,8.0,5.0,5.0,A
3419,MW602774.1,,,,1.0,,,,1.0,,,,,A
3420,KX858681.1,,,,10.0,,,,2.0,1.0,,1.0,,A
3421,MN285171.1,,,,1.0,,,,1.0,,1.0,,,A
3422,MW654659.1,,,,3.0,,,,1.0,,,,,A
3423,AY179851.1,,,,6.0,,,,2.0,4.0,2.0,,2.0,A
3424,MN292381.1,,,,6.0,,,,3.0,2.0,,1.0,,A
3425,WR11,,,,,,2.0,,1.0,,,,1.0,A
3426,301E7B8,21.0,1.0,135.0,,41.0,585.0,1.0,1.0,327.0,181.0,438.0,346.0,A
3427,MN282219.1,,,,3.0,,,,3.0,,1.0,,,A
3428,MG524003.1,,,,2.0,,,,2.0,1.0,2.0,1.0,1.0,A
3429,136b02,26.0,2.0,11.0,26.0,67.0,174.0,47.0,2.0,240.0,212.0,364.0,299.0,A
3430,MN283559.1,,,,2.0,,,,2.0,,,,,A
3431,iA11-014,194.0,36.0,162.0,126.0,53.0,855.0,11.0,1.0,1294.0,1367.0,1815.0,1568.0,A
3432,MN285142.1,,,,,,,,3.0,1.0,,3.0,,A
3433,20A-609-30_1G08,,,,3.0,,,,1.0,,1.0,,,A
3434,EU794432.1,,,,2.0,,,,1.0,,,,,A
3435,CR9114_G4D,,1.0,,3.0,,,,1.0,4.0,3.0,2.0,5.0,A
3436,MT565818.1,,,,4.0,,,,1.0,2.0,3.0,2.0,2.0,A
3437,MN283005.1,,,,3.0,,,,2.0,3.0,,2.0,,A
3438,JN110850.1,,,,1.0,,,,1.0,1.0,,,,A
3439,MH605135.1,,,,5.0,,,,2.0,2.0,,,,A
3440,AY393233.1,,,,3.0,,,,2.0,,,,,A
3441,R95-1B12_1,,,,3.0,,,,2.0,2.0,,,1.0,A
3442,AJ555275.1,,,,,,,,1.0,,,,,A
3443,CR9114_Y9D,,,,5.0,,,,2.0,4.0,6.0,7.0,10.0,A
3444,GQ232838.1,,,,4.0,,,,3.0,1.0,,,1.0,A
3445,MN284262.1,,,,,,,,1.0,,,,,A
3446,ADI-14353,,,,,1.0,2.0,,1.0,2.0,3.0,6.0,2.0,A
3447,JX420504.1,,,,9.0,,,,2.0,3.0,4.0,4.0,5.0,A
3448,MN283852.1,,,,4.0,,,,2.0,2.0,3.0,3.0,2.0,A
3449,EU794399.1,,,,2.0,,,,2.0,2.0,,,,A
3450,5.6.c2866,396.0,58.0,220.0,272.0,502.0,2231.0,2.0,1.0,2044.0,2247.0,2871.0,2318.0,A
3451,MN291058.1,,,,3.0,,,,1.0,,,,,A
3452,MN283097.1,,,,3.0,,,,1.0,,,,2.0,A
3453,AJ006647.1,,,,3.0,,,,1.0,,2.0,,1.0,A
3454,MN284216.1,,,,3.0,,,,1.0,,1.0,,,A
3455,JN110914.1,,,,1.0,,,,3.0,2.0,5.0,3.0,2.0,A
3456,MN292308.1,,,,3.0,,,,1.0,2.0,,,1.0,A
3457,MN867976.1,,,,1.0,,,,2.0,1.0,,,,A
3458,MW458487.1,,,,,,,,1.0,,,,,A
3459,MN282242.1,,,,,,,,2.0,,,,,A
3460,S53282.1,,,,,,,,1.0,1.0,,1.0,,A
3461,HQ703982.1,,,,2.0,,,,1.0,1.0,2.0,1.0,,A
3462,HM774300.1,,,,4.0,,,,2.0,1.0,2.0,1.0,1.0,A
3463,AJ236543.1,,,,3.0,,,,1.0,1.0,1.0,,,A
3464,KJ880776.1,,,,,,,,1.0,,,,,A
3465,AY393678.1,,,,4.0,,,,2.0,2.0,2.0,3.0,2.0,A
3466,JN000532.1,,,,1.0,,,,1.0,,,,,A
3467,WR15,,,,,,,,2.0,1.0,1.0,2.0,1.0,A
3468,150055-037_4F05,75.0,,106.0,150.0,114.0,695.0,,1.0,466.0,407.0,728.0,615.0,A
3469,KT304536.1,,,,4.0,,,,2.0,1.0,2.0,3.0,2.0,A
3470,GQ232765.1,,,,1.0,,,,2.0,,,1.0,,A
3471,AB066942.1,,,,3.0,,,,2.0,,,1.0,1.0,A
3472,MW602704.1,,,,2.0,,,,2.0,1.0,,,,A
3473,MN281386.1,,,,6.0,,,,2.0,,2.0,,,A
3474,AB066837.1,,,,3.0,,,,1.0,1.0,,1.0,1.0,A
3475,GU552774.1,,,,3.0,,,,1.0,1.0,1.0,1.0,1.0,A
3476,AF021952.1,,,,2.0,,,,2.0,,1.0,1.0,,A
3477,CLLRF22,,1.0,,1.0,,2.0,2.0,1.0,3.0,3.0,2.0,1.0,A
3478,Z80844.1,,,,4.0,,,,1.0,,,,,A
3479,HM774660.1,,,,4.0,,,,1.0,3.0,3.0,7.0,6.0,A
3480,MW654743.1,,,,,,,,1.0,,,,,A
3481,1393A,81.0,,108.0,25.0,81.0,364.0,,1.0,739.0,718.0,1046.0,766.0,A
3482,315-02-06_1H01,,,,,,,,1.0,1.0,1.0,,,A
3483,CR9114_Y9N,,,,8.0,,,,3.0,13.0,6.0,6.0,2.0,A
3484,20A-609-30_2B07,,,,2.0,,,,1.0,2.0,,,1.0,A
3485,MT565780.1,,,,1.0,,,,1.0,,,,,A
3486,321.5.GC.60.1D11_1,,,,1.0,,,,2.0,4.0,3.0,,4.0,A
3487,C83A8,,,1.0,,,,1.0,1.0,,,,,A
3488,125d07,19.0,74.0,88.0,74.0,86.0,40.0,1.0,1.0,453.0,366.0,596.0,523.0,A
3489,S67983.1,,,,1.0,,,,1.0,,1.0,,,A
3490,CQTS071,87.0,1.0,50.0,156.0,35.0,319.0,,1.0,482.0,444.0,667.0,506.0,A
3491,KX948287.1,,,,5.0,,,,1.0,,,1.0,1.0,A
3492,CS3V,,,,2.0,,,,2.0,,1.0,1.0,1.0,A
3493,MN292216.1,,,,3.0,,,,1.0,2.0,,1.0,1.0,A
3494,COV2-2783,,,3.0,1.0,,2.0,,1.0,1.0,,3.0,1.0,A
3495,HM774065.1,,,,1.0,,,,1.0,,,,,A
3496,321.5.GC.12.3B02,103.0,6.0,101.0,198.0,48.0,206.0,,1.0,553.0,591.0,730.0,643.0,A
3497,MN281675.1,,,,2.0,,,,1.0,1.0,,,1.0,A
3498,HM996381.1,,,,3.0,,,,1.0,1.0,1.0,2.0,2.0,A
3499,MW176251.1,,,,1.0,,,,2.0,,,,,A
3500,AJ239365.1,,,,,,,,1.0,,,,,A
3501,MT599860.1,,,,2.0,,,,2.0,,,1.0,,A
3502,AY393657.1,,,,,,,,1.0,,,,,A
3503,SFV019_4E03,,,,3.0,,,,3.0,2.0,1.0,3.0,3.0,A
3504,MK416310.1,,,,2.0,,,,1.0,1.0,,1.0,1.0,A
3505,MN280935.1,,,,6.0,,,,1.0,,,,,A
3506,CR9114,,,,1.0,,,,1.0,2.0,,1.0,1.0,A
3507,16563430_62h12,118.0,41.0,230.0,55.0,110.0,515.0,2.0,1.0,1058.0,1128.0,1316.0,1076.0,A
3508,HQ378363.1,,,,1.0,,,,1.0,,,,,A
3509,315-06-04_1F02,,,,3.0,,,,2.0,,1.0,1.0,1.0,A
3510,MN283229.1,,,,3.0,,,,1.0,,2.0,1.0,,A
3511,KU602569.1,,,,4.0,,,,1.0,1.0,1.0,,1.0,A
3512,MW176307.1,,,,3.0,,,,3.0,,,,,A
3513,MW458361.1,,,,,,,,3.0,,1.0,,,A
3514,321.5.GC.28.1C11,173.0,33.0,269.0,364.0,314.0,807.0,52.0,1.0,1497.0,2030.0,1956.0,1672.0,A
3515,MK269916.1,,,,2.0,,,,1.0,,,,,A
3516,AF021970.1,,,,,,,,1.0,,,,,A
3517,KT304440.1,,,,3.0,,,,1.0,,,,1.0,A
3518,MK416738.1,,,,7.0,,,,2.0,,,,,A
3519,MN281700.1,,,,,,,,1.0,,,,,A
3520,1F8-gk10,201.0,2.0,119.0,146.0,157.0,517.0,1.0,1.0,1053.0,1131.0,1343.0,1064.0,A
3521,EU433873.1,,,,3.0,,,1.0,2.0,,,,,A
3522,KT304426.1,,,,,,,,1.0,,,,,A
3523,S67981.1,,,,2.0,,,,1.0,,,,,A
3524,20A-620-30_1B05,,,,4.0,,,,1.0,1.0,,1.0,,A
3525,MK416798.1,,,,1.0,,,,1.0,,1.0,,1.0,A
3526,MN281791.1,,,,2.0,,,,1.0,,2.0,,1.0,A
3527,MN282000.1,,,,2.0,,,,1.0,,,,,A
3528,MN395509.1,,,,2.0,,,,1.0,,,,1.0,A
3529,AY927668.1,,,,4.0,,,,3.0,1.0,2.0,,1.0,A
3530,MN281729.1,,,,1.0,,,,2.0,,,,,A
3531,CR6261,,,,1.0,,,,2.0,2.0,,,2.0,A
3532,KJ423858.1,,,,,,,,1.0,2.0,,,,A
3533,MW655285.1,,,,1.0,,,,1.0,2.0,,,,A
3534,MW655020.1,,,,4.0,,,,1.0,2.0,1.0,2.0,1.0,A
3535,MK269850.1,,,,3.0,,,,1.0,,,,1.0,A
3536,AB067382.1,,,,,,,,2.0,,,,1.0,A
3537,136a11,73.0,1.0,74.0,144.0,117.0,389.0,,1.0,714.0,892.0,923.0,657.0,A
3538,GU570271.1,,,,7.0,,,,3.0,1.0,1.0,,1.0,A
3539,HM774024.1,,,,,,,,2.0,,,,,A
3540,MK417021.1,,,,3.0,,,,1.0,2.0,,1.0,,A
3541,AB063831.1,,,,4.0,,,,1.0,,,3.0,,A
3542,Z34907.1,,,,4.0,,,,1.0,2.0,3.0,1.0,,A
3543,MK900882.1,,,,,,,,1.0,,2.0,2.0,,A
3544,AY179848.1,,,,4.0,,,,1.0,1.0,2.0,1.0,2.0,A
3545,321.11.GC.6.2H10_1,,,,1.0,,,,1.0,,,,,A
3546,MT452642.1,,,,6.0,,,,1.0,,1.0,1.0,1.0,A
3547,KX948123.1,,,,2.0,,,,2.0,,,,,A
3548,MK269428.1,,,,9.0,,,,1.0,1.0,2.0,1.0,,A
3549,HM774478.1,,,,1.0,,,,1.0,,,,,A
3550,EU099188.1,,,,,,,,1.0,,,,,A
3551,MN282282.1,,,,4.0,,,,1.0,1.0,,,1.0,A
3552,MW458514.1,,,,3.0,,,,1.0,,,,,A
3553,MW718443.1,,,,,,,,2.0,,,,,A
3554,MW602752.1,,,,1.0,,,,1.0,,,,,A
3555,MG819654.1,,,,,,,,1.0,,,,,A
3556,MN281819.1,,,,4.0,,,,1.0,1.0,,,,A
3557,MW654661.1,,,,5.0,,,,1.0,7.0,3.0,1.0,1.0,A
3558,MW457761.1,,,,2.0,,,,1.0,1.0,1.0,,1.0,A
3559,iA11-023,27.0,21.0,7.0,,12.0,29.0,,1.0,172.0,208.0,159.0,194.0,A
3560,MT565924.1,,,,1.0,,,,1.0,3.0,1.0,2.0,2.0,A
3561,MN282910.1,,,,1.0,,,,1.0,,,,,A
3562,125c08,208.0,4.0,9.0,234.0,161.0,397.0,41.0,1.0,1078.0,1451.0,1373.0,1167.0,A
3563,MN285295.1,,,,1.0,,,,1.0,1.0,,,,A
3564,HM152504.1,,,,1.0,,,,1.0,,,,,A
3565,MN280868.1,,,,,,,,1.0,1.0,,,,A
3566,CR9114_G11Y,,,,2.0,,,,1.0,11.0,25.0,4.0,16.0,A
3567,321.5.PB.5.5B11,31.0,,6.0,81.0,33.0,108.0,,1.0,266.0,147.0,333.0,314.0,A
3568,MN282557.1,,,,5.0,,,,1.0,,,,,A
3569,AJ389179.1,,,,,,,,1.0,,1.0,2.0,,A
3570,AJ239376.1,,,,,,,,1.0,,,,,A
3571,MN283269.1,,,,2.0,,,,1.0,,,,,A
3572,HENV-32,,,1.0,,2.0,3.0,,1.0,3.0,,,1.0,A
3573,AY376104.1,,,,1.0,,,,2.0,,2.0,,,A
3574,AK123800.1,,,,,,,,1.0,,,,,A
3575,MG524292.1,,,,,,,,1.0,,,,,A
3576,MT565964.1,,,,2.0,,,,1.0,,,,,A
3577,JN110998.1,,,,3.0,,,,1.0,1.0,,1.0,,A
3578,MN284618.1,,,1.0,1.0,,,,1.0,,,,,A
3579,AY393263.1,,,,2.0,,,,1.0,,2.0,2.0,,A
3580,MN280861.1,,,,,,,,1.0,1.0,,,,A
3581,MW598313.1,,,,2.0,,,,1.0,,,,,A
